zip,waitlist_candidates,waitlist_episodes,count_bin
56340,3,3,<50
56342,8,8,<50
56343,5,5,<50
56345,37,44,<50
56347,15,18,<50
56349,3,3,<50
56350,3,3,<50
56352,9,10,<50
56353,20,24,<50
56354,4,4,<50
56355,3,4,<50
56357,1,1,<50
56358,7,7,<50
56359,18,20,<50
56360,23,24,<50
56361,4,4,<50
56362,25,27,<50
56364,15,15,<50
56367,14,15,<50
56368,15,16,<50
56369,6,6,<50
56371,1,1,<50
56373,7,7,<50
56374,22,25,<50
56375,1,1,<50
56377,35,37,<50
56378,23,24,<50
56379,36,39,<50
56381,4,4,<50
56382,2,2,<50
56384,1,1,<50
56385,6,6,<50
56386,1,1,<50
56387,18,18,<50
56388,1,1,<50
56401,69,74,50-99
56404,1,1,<50
56425,12,13,<50
56428,1,1,<50
56431,28,31,<50
56433,7,7,<50
56434,1,1,<50
56435,9,9,<50
56437,3,3,<50
56438,6,6,<50
56440,1,1,<50
56441,10,11,<50
56442,2,2,<50
56443,6,7,<50
56444,7,7,<50
56445,1,1,<50
56446,2,2,<50
56447,5,6,<50
56448,1,1,<50
56449,5,5,<50
56450,1,1,<50
56452,4,4,<50
56453,5,5,<50
56455,4,5,<50
56458,2,2,<50
56461,8,10,<50
56464,7,8,<50
56465,11,12,<50
56466,5,6,<50
56467,8,9,<50
56468,14,14,<50
56469,7,7,<50
56470,28,32,<50
56472,27,30,<50
56473,10,11,<50
56474,6,6,<50
56475,3,3,<50
56477,7,8,<50
56479,10,11,<50
56481,5,5,<50
56482,17,19,<50
56484,6,7,<50
56501,46,46,<50
56502,2,2,<50
56510,7,7,<50
56511,5,5,<50
56514,7,7,<50
56515,4,4,<50
56516,1,1,<50
56519,1,1,<50
56520,8,9,<50
56521,2,2,<50
56522,2,2,<50
56523,3,3,<50
56524,2,2,<50
56527,3,3,<50
56528,2,2,<50
56529,16,16,<50
56531,3,3,<50
56533,2,2,<50
56534,1,1,<50
56535,2,2,<50
56536,3,3,<50
56537,41,42,<50
56540,1,1,<50
56542,8,9,<50
56543,1,1,<50
56544,6,6,<50
56545,1,1,<50
56547,7,8,<50
56548,1,1,<50
56549,15,17,<50
56551,2,2,<50
56552,2,2,<50
56553,1,1,<50
56554,5,5,<50
56556,1,1,<50
56557,8,8,<50
56560,97,106,50-99
56561,1,1,<50
56566,1,1,<50
56567,10,10,<50
56569,6,6,<50
56570,3,3,<50
56571,8,9,<50
56572,23,26,<50
56573,18,19,<50
56574,1,1,<50
56575,4,4,<50
56576,2,2,<50
56578,1,1,<50
56579,1,1,<50
56580,1,1,<50
56584,4,4,<50
56585,2,2,<50
56586,6,8,<50
56587,1,2,<50
56588,1,1,<50
56589,8,8,<50
56590,1,2,<50
56591,3,3,<50
56601,88,96,50-99
56619,8,8,<50
56621,12,12,<50
56623,8,8,<50
56625,1,1,<50
56626,3,3,<50
56627,2,2,<50
56628,8,8,<50
56630,5,6,<50
56633,31,31,<50
56634,2,2,<50
56636,21,22,<50
56637,1,1,<50
56639,2,2,<50
56641,2,2,<50
56644,1,1,<50
56646,1,1,<50
56647,1,1,<50
56649,29,32,<50
56650,2,2,<50
56651,2,2,<50
56652,2,2,<50
56653,5,6,<50
56655,6,6,<50
56657,1,1,<50
56659,1,1,<50
56660,1,1,<50
56661,3,3,<50
56662,2,2,<50
56663,1,1,<50
56666,7,7,<50
56667,1,1,<50
56669,2,3,<50
56670,5,7,<50
56671,16,16,<50
56672,1,1,<50
56673,5,6,<50
56676,9,9,<50
56678,5,5,<50
56683,2,2,<50
56685,2,2,<50
56686,1,1,<50
56688,2,2,<50
56701,27,29,<50
56713,1,1,<50
56714,4,4,<50
56715,2,4,<50
56716,17,17,<50
56721,26,29,<50
56722,3,3,<50
56723,1,1,<50
56725,3,4,<50
56726,2,2,<50
56727,2,2,<50
56728,1,1,<50
56729,1,1,<50
56732,3,3,<50
56733,2,2,<50
56735,6,6,<50
56736,3,3,<50
56737,2,2,<50
56738,1,1,<50
56740,1,1,<50
56742,1,1,<50
56744,2,2,<50
56748,1,1,<50
56750,3,3,<50
56751,20,22,<50
56754,2,2,<50
56756,5,5,<50
56757,1,1,<50
56758,1,1,<50
56759,1,1,<50
56761,3,4,<50
56762,7,7,<50
56763,6,6,<50
56784,1,1,<50
56832,1,1,<50
56917,1,1,<50
57001,2,2,<50
57002,5,6,<50
57003,2,3,<50
57004,4,5,<50
57005,25,28,<50
57006,50,52,50-99
57007,1,1,<50
57010,3,3,<50
57012,4,4,<50
57013,7,7,<50
57014,6,6,<50
57015,4,4,<50
57016,2,2,<50
57017,1,1,<50
57018,5,5,<50
57020,5,5,<50
57022,7,7,<50
57024,1,1,<50
57025,6,6,<50
57026,2,3,<50
57028,11,11,<50
57029,6,6,<50
57030,9,10,<50
57031,1,1,<50
57032,17,17,<50
57033,15,16,<50
57034,1,1,<50
57035,1,1,<50
57036,3,3,<50
57037,6,7,<50
57038,4,4,<50
57039,7,7,<50
57040,1,2,<50
57041,1,1,<50
57042,15,15,<50
57043,5,8,<50
57045,3,3,<50
57046,1,1,<50
57047,1,1,<50
57048,4,4,<50
57049,16,18,<50
57050,1,1,<50
57053,8,9,<50
57054,1,1,<50
57055,3,3,<50
57058,5,5,<50
57059,5,5,<50
57061,1,1,<50
57062,7,8,<50
57063,2,2,<50
57064,18,20,<50
57066,4,4,<50
57067,4,4,<50
57068,4,4,<50
57069,25,25,<50
57070,3,3,<50
57071,6,6,<50
57072,3,3,<50
57073,2,2,<50
57075,4,4,<50
57077,5,5,<50
57078,61,65,50-99
57100,1,1,<50
57101,3,4,<50
57103,139,150,100-249
57104,85,93,50-99
57105,62,65,50-99
57106,110,115,100-249
57107,19,21,<50
57108,57,64,50-99
57110,53,56,50-99
57119,1,1,<50
57201,68,75,50-99
57209,1,1,<50
57212,6,6,<50
57214,1,1,<50
57217,2,2,<50
57218,1,1,<50
57219,2,2,<50
57220,2,2,<50
57221,2,2,<50
57223,6,6,<50
57224,1,1,<50
57225,4,4,<50
57226,5,5,<50
57227,3,3,<50
57231,6,7,<50
57234,2,2,<50
57235,1,1,<50
57241,4,4,<50
57243,3,3,<50
57246,1,1,<50
57247,2,4,<50
57248,2,2,<50
57249,8,8,<50
57252,12,13,<50
57255,3,4,<50
57256,1,1,<50
57257,5,5,<50
57259,2,2,<50
57260,2,2,<50
57261,3,3,<50
57262,30,33,<50
57263,1,1,<50
57264,2,2,<50
57265,1,1,<50
57266,1,1,<50
57268,2,2,<50
57269,1,1,<50
57270,2,2,<50
57271,1,1,<50
57273,5,5,<50
57274,6,6,<50
57276,2,3,<50
57278,2,3,<50
57279,1,1,<50
57301,51,55,50-99
57311,2,2,<50
57312,2,2,<50
57313,1,1,<50
57314,1,1,<50
57315,3,4,<50
57317,5,6,<50
57319,6,6,<50
57321,4,4,<50
57323,1,1,<50
57325,10,10,<50
57328,2,2,<50
57331,2,2,<50
57332,1,1,<50
57335,1,1,<50
57337,1,1,<50
57339,16,17,<50
57342,3,3,<50
57344,1,1,<50
57345,3,4,<50
57348,1,1,<50
57349,4,4,<50
57350,54,57,50-99
57352,1,1,<50
57355,3,3,<50
57356,16,16,<50
57359,1,1,<50
57361,8,8,<50
57362,5,5,<50
57363,3,3,<50
57365,1,1,<50
57366,5,5,<50
57368,4,4,<50
57369,3,3,<50
57370,10,11,<50
57374,1,1,<50
57376,2,3,<50
57380,25,26,<50
57381,2,2,<50
57382,3,3,<50
57383,5,7,<50
57384,2,2,<50
57385,4,5,<50
57390,1,1,<50
57401,78,84,50-99
57402,2,2,<50
57421,3,3,<50
57422,1,1,<50
57424,1,1,<50
57426,1,1,<50
57428,2,2,<50
57430,2,2,<50
57432,1,1,<50
57433,1,1,<50
57436,3,3,<50
57437,3,3,<50
57438,5,5,<50
57440,2,2,<50
57441,4,4,<50
57442,5,6,<50
57445,5,5,<50
57448,2,2,<50
57450,1,1,<50
57451,3,3,<50
57452,2,2,<50
57454,3,4,<50
57456,1,1,<50
57460,1,1,<50
57461,3,3,<50
57465,1,2,<50
57467,1,1,<50
57468,1,1,<50
57469,4,6,<50
57472,3,3,<50
57473,2,2,<50
57476,1,1,<50
57481,3,3,<50
57501,56,58,50-99
57507,1,1,<50
57510,1,1,<50
57526,1,1,<50
57528,2,2,<50
57532,11,12,<50
57533,10,10,<50
57535,1,1,<50
57536,2,2,<50
57537,1,1,<50
57541,2,2,<50
57543,4,5,<50
57544,1,1,<50
57547,1,1,<50
57548,15,16,<50
57551,8,8,<50
57552,5,5,<50
57553,1,1,<50
57555,25,26,<50
57559,5,5,<50
57560,1,1,<50
57563,1,1,<50
57564,5,6,<50
57566,4,4,<50
57567,2,2,<50
57568,1,1,<50
57569,1,1,<50
57570,19,19,<50
57571,2,2,<50
57572,20,21,<50
57577,17,17,<50
57579,6,6,<50
57580,5,6,<50
57585,2,2,<50
57601,10,14,<50
57620,3,4,<50
57621,1,1,<50
57622,2,2,<50
57623,9,9,<50
57625,61,66,50-99
57626,3,3,<50
57631,1,1,<50
57633,1,1,<50
57634,1,1,<50
57636,1,1,<50
57638,4,5,<50
57639,3,3,<50
57640,1,1,<50
57642,7,7,<50
57648,1,1,<50
57651,1,1,<50
57652,2,3,<50
57656,3,4,<50
57701,132,140,100-249
57702,97,105,50-99
57703,40,43,<50
57707,1,1,<50
57709,7,7,<50
57714,6,6,<50
57716,4,4,<50
57717,18,19,<50
57718,27,29,<50
57719,35,38,<50
57720,3,3,<50
57725,1,1,<50
57730,11,11,<50
57732,6,6,<50
57735,5,5,<50
57744,5,6,<50
57745,6,7,<50
57747,19,19,<50
57748,1,1,<50
57750,3,3,<50
57751,4,4,<50
57752,17,18,<50
57754,11,11,<50
57756,8,9,<50
57760,5,5,<50
57761,4,4,<50
57762,1,1,<50
57764,26,28,<50
57766,1,1,<50
57769,6,6,<50
57770,63,68,50-99
57772,29,32,<50
57779,2,2,<50
57782,1,1,<50
57783,32,33,<50
57785,29,31,<50
57788,2,2,<50
57790,4,4,<50
57792,1,1,<50
57793,4,4,<50
57794,5,5,<50
57918,1,1,<50
58001,1,1,<50
58005,1,1,<50
58007,1,1,<50
58008,1,1,<50
58011,2,3,<50
58012,10,12,<50
58013,1,1,<50
58014,1,1,<50
58015,3,3,<50
58016,1,1,<50
58018,1,1,<50
58027,5,5,<50
58030,3,4,<50
58031,1,1,<50
58032,2,2,<50
58033,1,1,<50
58037,1,1,<50
58038,1,1,<50
58040,1,1,<50
58041,2,2,<50
58042,3,3,<50
58043,1,1,<50
58045,6,6,<50
58046,5,7,<50
58047,8,9,<50
58048,1,1,<50
58051,4,6,<50
58052,1,1,<50
58053,1,1,<50
58054,5,6,<50
58058,3,3,<50
58059,2,2,<50
58060,3,3,<50
58063,2,2,<50
58067,1,1,<50
58070,1,1,<50
58071,1,1,<50
58072,14,14,<50
58074,1,1,<50
58075,14,14,<50
58077,3,3,<50
58078,76,83,50-99
58079,1,1,<50
58081,1,1,<50
58087,1,1,<50
58102,55,64,50-99
58103,109,119,100-249
58104,95,108,50-99
58106,2,2,<50
58107,2,2,<50
58108,3,3,<50
58178,1,1,<50
58201,75,81,50-99
58202,1,1,<50
58203,29,32,<50
58204,1,1,<50
58208,4,4,<50
58210,1,1,<50
58218,1,1,<50
58220,7,8,<50
58223,3,4,<50
58225,3,3,<50
58227,1,1,<50
58228,7,8,<50
58230,1,2,<50
58231,2,2,<50
58233,2,2,<50
58237,11,11,<50
58240,2,2,<50
58243,1,2,<50
58249,11,13,<50
58251,8,9,<50
58254,1,1,<50
58256,1,1,<50
58257,3,3,<50
58258,1,1,<50
58259,1,1,<50
58261,2,2,<50
58266,1,1,<50
58267,4,6,<50
58270,8,10,<50
58271,3,3,<50
58273,1,2,<50
58274,1,1,<50
58275,1,1,<50
58276,3,3,<50
58277,1,1,<50
58278,3,3,<50
58282,1,1,<50
58301,29,31,<50
58310,1,1,<50
58316,36,38,<50
58317,1,1,<50
58318,11,11,<50
58324,3,5,<50
58327,1,1,<50
58329,14,15,<50
58330,1,1,<50
58332,1,1,<50
58335,13,15,<50
58341,8,8,<50
58343,1,1,<50
58344,2,2,<50
58346,1,1,<50
58348,2,2,<50
58351,1,1,<50
58352,1,1,<50
58356,2,2,<50
58362,1,1,<50
58365,1,1,<50
58366,2,2,<50
58367,12,13,<50
58368,7,7,<50
58369,3,3,<50
58370,3,3,<50
58377,1,1,<50
58379,2,2,<50
58380,3,3,<50
58382,1,1,<50
58384,2,2,<50
58386,1,1,<50
58401,43,45,<50
58402,2,3,<50
58408,1,1,<50
58413,1,1,<50
58415,2,2,<50
58420,1,1,<50
58421,8,8,<50
58424,1,1,<50
58425,2,3,<50
58428,1,1,<50
58433,4,6,<50
58436,4,4,<50
58438,1,2,<50
58439,2,2,<50
58440,1,1,<50
58441,2,2,<50
58444,2,2,<50
58454,2,2,<50
58455,2,2,<50
58456,2,2,<50
58458,2,2,<50
58460,2,2,<50
58461,1,2,<50
58466,1,1,<50
58467,1,1,<50
58472,3,3,<50
58474,2,2,<50
58476,1,1,<50
58478,2,2,<50
58479,1,1,<50
58480,1,1,<50
58481,1,1,<50
58482,2,2,<50
58487,2,2,<50
58488,1,1,<50
58489,1,1,<50
58492,2,2,<50
58494,1,1,<50
58495,1,1,<50
58501,73,79,50-99
58502,9,9,<50
58503,71,76,50-99
58504,68,71,50-99
58506,2,2,<50
58520,1,1,<50
58521,3,3,<50
58523,7,8,<50
58524,1,1,<50
58528,2,2,<50
58529,1,1,<50
58530,2,2,<50
58531,2,2,<50
58533,3,3,<50
58535,2,2,<50
58538,16,16,<50
58540,7,7,<50
58541,2,2,<50
58545,12,17,<50
58552,5,7,<50
58554,90,96,50-99
58558,2,2,<50
58561,4,4,<50
58562,1,1,<50
58563,3,3,<50
58570,1,1,<50
58572,1,1,<50
58573,1,1,<50
58575,4,4,<50
58576,2,2,<50
58577,4,5,<50
58579,1,1,<50
58580,1,1,<50
58601,63,66,50-99
58602,2,2,<50
58621,1,1,<50
58622,6,6,<50
58623,4,4,<50
58630,2,2,<50
58631,1,1,<50
58638,4,4,<50
58639,5,5,<50
58640,2,2,<50
58642,1,1,<50
58645,1,1,<50
58646,3,3,<50
58647,3,3,<50
58649,1,1,<50
58651,1,1,<50
58652,3,3,<50
58653,1,1,<50
58654,1,1,<50
58656,2,2,<50
58701,83,88,50-99
58702,3,3,<50
58703,41,45,<50
58704,2,3,<50
58710,2,4,<50
58712,1,1,<50
58718,1,1,<50
58719,1,1,<50
58722,2,3,<50
58730,3,4,<50
58733,2,2,<50
58735,2,2,<50
58736,1,1,<50
58746,5,5,<50
58750,1,1,<50
58752,1,1,<50
58756,2,2,<50
58757,7,7,<50
58759,1,1,<50
58760,2,3,<50
58761,2,3,<50
58762,1,1,<50
58763,26,27,<50
58765,1,1,<50
58768,1,1,<50
58769,2,2,<50
58770,13,13,<50
58773,2,2,<50
58775,4,4,<50
58779,2,2,<50
58781,1,1,<50
58782,1,1,<50
58783,1,1,<50
58784,2,2,<50
58788,2,2,<50
58789,1,1,<50
58790,4,5,<50
58792,1,1,<50
58793,1,2,<50
58794,1,1,<50
58801,45,51,<50
58802,5,5,<50
58830,1,1,<50
58831,1,1,<50
58833,2,2,<50
58835,1,1,<50
58844,1,1,<50
58849,1,1,<50
58852,7,11,<50
58853,4,4,<50
58854,5,5,<50
58903,1,1,<50
59001,2,2,<50
59003,7,7,<50
59006,1,1,<50
59011,4,4,<50
59012,1,1,<50
59014,1,1,<50
59015,1,1,<50
59016,5,5,<50
59018,1,1,<50
59019,6,7,<50
59022,14,15,<50
59026,1,2,<50
59027,2,2,<50
59028,1,1,<50
59031,1,2,<50
59034,12,12,<50
59036,2,2,<50
59037,5,5,<50
59038,2,2,<50
59041,5,5,<50
59043,19,19,<50
59044,26,31,<50
59046,1,1,<50
59047,25,26,<50
59050,11,12,<50
59053,1,1,<50
59054,1,1,<50
59057,2,2,<50
59062,1,1,<50
59063,4,5,<50
59064,1,1,<50
59066,4,4,<50
59068,3,3,<50
59069,2,2,<50
59072,9,10,<50
59074,1,1,<50
59075,1,1,<50
59079,9,9,<50
59083,1,1,<50
59086,4,4,<50
59087,1,1,<50
59088,2,2,<50
59089,1,1,<50
59101,99,106,50-99
59102,98,103,50-99
59103,3,3,<50
59104,3,3,<50
59105,71,73,50-99
59106,37,39,<50
59107,4,4,<50
59108,1,1,<50
59109,1,1,<50
59201,16,17,<50
59212,1,1,<50
59213,4,4,<50
59215,5,5,<50
59218,2,2,<50
59219,1,1,<50
59221,6,6,<50
59225,6,6,<50
59230,8,10,<50
59243,2,2,<50
59248,2,2,<50
59252,1,1,<50
59253,1,1,<50
59254,4,4,<50
59255,12,13,<50
59261,1,1,<50
59262,1,2,<50
59263,3,3,<50
59270,17,19,<50
59274,1,1,<50
59275,1,1,<50
59301,26,28,<50
59313,5,5,<50
59315,1,1,<50
59317,2,2,<50
59323,5,5,<50
59326,1,1,<50
59327,7,7,<50
59330,15,17,<50
59336,1,1,<50
59339,1,1,<50
59343,1,1,<50
59347,1,1,<50
59349,2,2,<50
59353,2,2,<50
59401,28,29,<50
59403,4,4,<50
59404,53,55,50-99
59405,39,43,<50
59411,1,1,<50
59412,2,2,<50
59414,1,1,<50
59417,23,23,<50
59421,3,3,<50
59422,2,2,<50
59424,1,2,<50
59425,3,3,<50
59427,7,7,<50
59433,2,2,<50
59434,2,2,<50
59436,1,1,<50
59442,4,4,<50
59448,4,4,<50
59450,2,2,<50
59452,1,1,<50
59453,3,3,<50
59457,20,20,<50
59464,1,1,<50
59466,1,1,<50
59468,1,1,<50
59471,1,1,<50
59472,2,2,<50
59474,6,6,<50
59477,1,1,<50
59479,1,1,<50
59483,2,2,<50
59485,1,1,<50
59486,3,3,<50
59487,4,4,<50
59501,21,22,<50
59504,1,1,<50
59520,2,2,<50
59521,8,8,<50
59522,1,1,<50
59523,3,4,<50
59525,3,3,<50
59526,7,9,<50
59527,5,5,<50
59528,2,2,<50
59538,7,9,<50
59540,1,1,<50
59561,1,1,<50
59601,61,66,50-99
59602,48,51,<50
59604,7,7,<50
59609,1,1,<50
59624,1,1,<50
59631,1,1,<50
59632,2,2,<50
59634,14,15,<50
59635,21,21,<50
59636,2,2,<50
59638,1,1,<50
59639,1,1,<50
59643,1,1,<50
59644,14,14,<50
59645,1,1,<50
59648,2,3,<50
59701,51,53,50-99
59702,3,3,<50
59703,2,2,<50
59705,1,1,<50
59711,17,20,<50
59713,2,2,<50
59714,34,38,<50
59715,36,36,<50
59716,3,3,<50
59718,51,55,50-99
59719,3,3,<50
59720,1,1,<50
59721,1,1,<50
59722,6,6,<50
59724,1,1,<50
59725,9,9,<50
59729,8,9,<50
59730,1,1,<50
59735,1,1,<50
59736,1,1,<50
59739,1,1,<50
59740,2,2,<50
59741,8,10,<50
59745,1,1,<50
59747,1,2,<50
59748,1,1,<50
59749,2,2,<50
59752,15,17,<50
59754,1,1,<50
59755,1,1,<50
59758,3,3,<50
59759,15,15,<50
59771,2,2,<50
59801,40,41,<50
59802,32,34,<50
59803,24,24,<50
59804,12,12,<50
59805,1,1,<50
59806,5,6,<50
59807,3,3,<50
59808,31,31,<50
59820,3,3,<50
59821,4,4,<50
59823,2,2,<50
59824,1,1,<50
59825,5,6,<50
59826,1,1,<50
59827,1,1,<50
59828,11,11,<50
59829,5,5,<50
59830,1,1,<50
59833,11,11,<50
59834,7,9,<50
59837,4,4,<50
59840,33,34,<50
59841,3,3,<50
59844,1,1,<50
59845,1,1,<50
59846,1,1,<50
59847,12,12,<50
59849,1,1,<50
59851,3,3,<50
59853,2,3,<50
59854,2,2,<50
59855,3,3,<50
59856,2,2,<50
59858,1,1,<50
59859,4,4,<50
59860,23,26,<50
59863,1,1,<50
59864,13,14,<50
59865,4,4,<50
59868,4,5,<50
59870,24,25,<50
59871,1,1,<50
59872,8,10,<50
59873,3,3,<50
59874,6,6,<50
59875,5,5,<50
59901,107,114,100-249
59903,6,6,<50
59904,6,8,<50
59911,16,16,<50
59912,24,25,<50
59913,1,1,<50
59914,3,3,<50
59917,6,6,<50
59918,1,1,<50
59919,2,2,<50
59920,4,4,<50
59922,5,5,<50
59923,18,20,<50
59925,1,1,<50
59926,2,2,<50
59928,2,2,<50
59930,2,2,<50
59931,1,1,<50
59932,2,2,<50
59934,1,1,<50
59935,4,4,<50
59937,19,19,<50
59938,1,1,<50
59999,1,1,<50
60000,2,3,<50
60001,1,1,<50
60002,60,66,50-99
60004,142,151,100-249
60005,78,89,50-99
60007,93,106,50-99
60008,78,83,50-99
60010,117,132,100-249
60011,1,1,<50
60012,29,33,<50
60013,68,83,50-99
60014,128,140,100-249
60015,69,79,50-99
60016,200,220,100-249
60017,2,3,<50
60018,115,128,100-249
60020,27,31,<50
60021,17,21,<50
60022,13,14,<50
60024,1,1,<50
60025,106,123,100-249
60026,39,42,<50
60027,1,1,<50
60029,1,1,<50
60030,102,107,100-249
60031,132,147,100-249
60033,44,48,<50
60034,4,4,<50
60035,80,85,50-99
60039,1,1,<50
60040,16,17,<50
60041,41,47,<50
60042,22,23,<50
60043,8,8,<50
60044,18,22,<50
60045,38,42,<50
60046,94,105,50-99
60047,85,93,50-99
60048,55,58,50-99
60050,115,127,100-249
60051,73,79,50-99
60053,97,109,50-99
60054,1,1,<50
60056,154,172,100-249
60057,1,1,<50
60058,1,1,<50
60059,1,1,<50
60060,108,116,100-249
60061,94,104,50-99
60062,128,136,100-249
60064,93,101,50-99
60067,107,120,100-249
60068,89,95,50-99
60069,23,25,<50
60070,53,59,50-99
60071,9,9,<50
60072,2,2,<50
60073,207,227,100-249
60074,129,134,100-249
60075,1,1,<50
60076,137,148,100-249
60077,108,117,100-249
60078,2,2,<50
60079,1,1,<50
60080,1,1,<50
60081,25,28,<50
60082,1,1,<50
60083,36,40,<50
60084,58,63,50-99
60085,315,336,250-499
60086,1,1,<50
60087,113,119,100-249
60088,4,4,<50
60089,120,134,100-249
60090,134,145,100-249
60091,49,56,<50
60093,35,37,<50
60096,30,32,<50
60097,32,35,<50
60098,98,105,50-99
60099,131,141,100-249
60101,148,161,100-249
60102,96,106,50-99
60103,149,171,100-249
60104,153,162,100-249
60106,73,76,50-99
60107,144,161,100-249
60108,78,85,50-99
60110,142,151,100-249
60111,1,1,<50
60112,9,10,<50
60113,5,6,<50
60115,99,104,50-99
60118,59,63,50-99
60119,24,27,<50
60120,200,216,100-249
60121,3,4,<50
60123,202,214,100-249
60124,56,64,50-99
60126,120,128,100-249
60129,3,3,<50
60130,63,70,50-99
60131,90,96,50-99
60132,2,2,<50
60133,165,173,100-249
60134,48,52,<50
60135,19,22,<50
60136,24,25,<50
60137,99,105,50-99
60138,1,1,<50
60139,122,132,100-249
60140,60,66,50-99
60141,3,3,<50
60142,83,94,50-99
60143,39,43,<50
60145,9,10,<50
60146,10,11,<50
60147,2,2,<50
60148,166,188,100-249
60150,4,4,<50
60151,10,11,<50
60152,46,51,<50
60153,228,232,100-249
60154,82,94,50-99
60155,50,53,50-99
60156,72,79,50-99
60157,5,6,<50
60158,3,3,<50
60159,3,3,<50
60160,106,109,100-249
60161,2,3,<50
60162,47,49,<50
60163,25,29,<50
60164,89,92,50-99
60165,21,24,<50
60166,1,1,<50
60167,1,1,<50
60168,1,1,<50
60169,117,123,100-249
60171,42,47,<50
60172,90,100,50-99
60173,40,42,<50
60174,59,68,50-99
60175,58,63,50-99
60176,44,46,<50
60177,82,90,50-99
60178,63,69,50-99
60180,6,8,<50
60181,96,113,50-99
60183,2,2,<50
60184,9,10,<50
60185,123,130,100-249
60187,82,91,50-99
60188,155,169,100-249
60189,48,53,<50
60190,23,27,<50
60191,48,57,<50
60192,44,54,<50
60193,144,160,100-249
60194,63,68,50-99
60195,26,29,<50
60196,2,2,<50
60201,98,105,50-99
60202,98,103,50-99
60203,11,12,<50
60216,1,1,<50
60220,1,1,<50
60221,1,1,<50
60228,1,1,<50
60229,1,1,<50
60231,1,1,<50
60239,1,1,<50
60268,1,1,<50
60301,4,5,<50
60302,100,110,100-249
60303,1,1,<50
60304,72,79,50-99
60305,36,40,<50
60348,1,1,<50
60362,1,1,<50
60377,1,2,<50
60401,26,30,<50
60402,243,261,100-249
60403,59,65,50-99
60404,54,58,50-99
60406,111,120,100-249
60407,2,2,<50
60408,27,30,<50
60409,272,292,250-499
60410,33,37,<50
60411,291,316,250-499
60412,2,3,<50
60413,2,2,<50
60415,44,49,<50
60416,31,33,<50
60417,67,71,50-99
60418,27,32,<50
60419,171,185,100-249
60420,6,6,<50
60421,20,21,<50
60422,65,71,50-99
60423,102,112,100-249
60424,8,8,<50
60425,61,66,50-99
60426,153,173,100-249
60427,1,1,<50
60428,65,67,50-99
60429,95,110,50-99
60430,88,93,50-99
60431,100,110,100-249
60432,85,91,50-99
60433,78,87,50-99
60434,2,2,<50
60435,171,187,100-249
60436,80,84,50-99
60437,2,2,<50
60438,168,189,100-249
60439,73,79,50-99
60440,240,259,100-249
60441,127,139,100-249
60442,25,26,<50
60443,141,156,100-249
60444,4,5,<50
60445,82,93,50-99
60446,160,181,100-249
60447,38,40,<50
60448,72,82,50-99
60449,32,36,<50
60450,74,78,50-99
60451,109,123,100-249
60452,87,95,50-99
60453,228,249,100-249
60454,1,1,<50
60455,59,75,50-99
60456,14,15,<50
60457,49,54,<50
60458,42,46,<50
60459,117,124,100-249
60460,4,6,<50
60461,36,38,<50
60462,147,160,100-249
60463,39,42,<50
60464,33,38,<50
60465,66,71,50-99
60466,138,149,100-249
60467,84,90,50-99
60468,20,21,<50
60469,20,23,<50
60470,5,7,<50
60471,86,94,50-99
60472,31,33,<50
60473,170,183,100-249
60474,2,2,<50
60475,47,47,<50
60476,13,13,<50
60477,135,150,100-249
60478,133,143,100-249
60479,1,2,<50
60480,26,29,<50
60481,39,45,<50
60482,43,46,<50
60484,22,26,<50
60487,86,96,50-99
60488,1,1,<50
60490,77,84,50-99
60491,71,77,50-99
60494,1,1,<50
60501,60,67,50-99
60502,66,71,50-99
60503,49,53,<50
60504,130,146,100-249
60505,232,252,100-249
60506,246,268,100-249
60507,8,9,<50
60510,70,74,50-99
60511,5,5,<50
60512,4,5,<50
60513,73,80,50-99
60514,27,28,<50
60515,67,72,50-99
60516,78,90,50-99
60517,122,133,100-249
60518,9,9,<50
60520,7,7,<50
60521,31,36,<50
60523,40,42,<50
60525,97,103,50-99
60526,34,40,<50
60527,98,106,50-99
60530,1,1,<50
60531,8,10,<50
60532,85,99,50-99
60534,43,45,<50
60535,1,1,<50
60536,1,1,<50
60538,81,87,50-99
60540,106,123,100-249
60541,7,10,<50
60542,56,58,50-99
60543,113,121,100-249
60544,114,122,100-249
60545,40,42,<50
60546,55,58,50-99
60548,37,42,<50
60549,2,2,<50
60550,5,6,<50
60551,9,9,<50
60552,19,21,<50
60553,3,4,<50
60554,39,40,<50
60555,50,57,50-99
60556,7,8,<50
60558,25,29,<50
60559,89,98,50-99
60560,70,75,50-99
60561,86,94,50-99
60562,1,1,<50
60563,104,108,100-249
60564,119,133,100-249
60565,111,118,100-249
60567,1,1,<50
60571,1,1,<50
60583,2,2,<50
60585,53,62,50-99
60586,160,169,100-249
60595,1,1,<50
60600,2,2,<50
60601,58,63,50-99
60602,13,14,<50
60603,1,1,<50
60604,6,7,<50
60605,66,67,50-99
60606,15,17,<50
60607,56,62,50-99
60608,296,320,250-499
60609,272,290,250-499
60610,142,153,100-249
60611,148,168,100-249
60612,176,191,100-249
60613,124,142,100-249
60614,85,93,50-99
60615,175,185,100-249
60616,200,214,100-249
60617,521,569,500+
60618,315,350,250-499
60619,410,442,250-499
60620,492,530,250-499
60621,182,190,100-249
60622,148,157,100-249
60623,393,430,250-499
60624,217,239,100-249
60625,259,272,250-499
60626,150,163,100-249
60627,5,5,<50
